grant_id,project_title,faculty_name,institution,award_amount,start_date,abstract
7307031,Pavlovian Fear Conditioning,Robert A Rescorla,Yale University,171000.0,07/01/1973,Research project focused on Pavlovian Fear Conditioning at Yale University.
7307034,Studies of Muscle By X-Ray Diffraction,Carolyn Cohen,Brandeis University,122600.0,06/01/1973,Research project focused on Studies of Muscle By X-Ray Diffraction at Brandeis University.
7307037,Experimental Analysis of Social Behavior in Insects,Berthold K Holldobler,Harvard University,100600.0,06/01/1973,Research project focused on Experimental Analysis of Social Behavior in Insects at Harvard University.
7307038,State-Dependent Learning Induced By Footshock and           Electroconvulsive Shock,Terry L Devietti,Central Washington University,70300.0,06/01/1973,Research project focused on State-Dependent Learning Induced By Footshock and           Electroconvulsive Shock at Central Washington University.
7307041,Molecular and Cellular Bases For Antibody Specificity,John J Cebra,Johns Hopkins University,240000.0,05/15/1973,Research project focused on Molecular and Cellular Bases For Antibody Specificity at Johns Hopkins University.
7307047,Kinetic Studies of Calcium Metabolism in a Teleost With     Acellular Bone,Warren R Fleming,University of Missouri-Columbia,30900.0,05/15/1973,Research project focused on Kinetic Studies of Calcium Metabolism in a Teleost With     Acellular Bone at University of Missouri-Columbia.
7307048,Research on the Genus Sphagnum in North America,Howard Crum,Regents of the University of Michigan - Ann Arbor,57160.0,06/01/1973,Research project focused on Research on the Genus Sphagnum in North America at Regents of the University of Michigan - Ann Arbor.
7307055,Anatomy and Phylogeny of the ?pittosporales?,Unknown Faculty,Claremont Graduate University,63700.0,07/01/1973,Research project focused on Anatomy and Phylogeny of the ?pittosporales? at Claremont Graduate University.
7307056,"Alpha Toxin, Chemistry and Action on Membranes",Unknown Faculty,Vanderbilt University Medical Center,90000.0,06/01/1973,"Research project focused on Alpha Toxin, Chemistry and Action on Membranes at Vanderbilt University Medical Center."
7307061,Floristics of Veracruz,Lorin I Nevling,Field Museum of Natural History,197300.0,07/01/1973,Research project focused on Floristics of Veracruz at Field Museum of Natural History.
7307067,Regulation of Expression of the Tryptophan Operon of        ?escherichia Coli?,Raymond D Mosteller,University of Southern California,31300.0,06/15/1973,Research project focused on Regulation of Expression of the Tryptophan Operon of        ?escherichia Coli? at University of Southern California.
7307072,Mapping Human Chromosomes in Somatic Cell Hybrids,Thomas B Shows,"Roswell Park Cancer Institute, Division of Health Research, Inc",50000.0,07/01/1973,"Research project focused on Mapping Human Chromosomes in Somatic Cell Hybrids at Roswell Park Cancer Institute, Division of Health Research, Inc."
7307076,Proteins and Chemoreception in Marine Organisms,Unknown Faculty,University of Florida,82000.0,07/01/1973,Research project focused on Proteins and Chemoreception in Marine Organisms at University of Florida.
7307110,The Load Bearing Bonds in Cell Extension Growth,Unknown Faculty,San Diego State University Foundation,106400.0,06/01/1973,Research project focused on The Load Bearing Bonds in Cell Extension Growth at San Diego State University Foundation.
7307112,Replication of Low Molecular Weight Pathogenic Rna,Joseph S Semancik,University of California-Riverside,119963.0,09/01/1973,Research project focused on Replication of Low Molecular Weight Pathogenic Rna at University of California-Riverside.
7307116,Oceanographic Research Vessel For the Great Lakes,Jeremy Taylor,MARITIME ADMINISTRATION,15000.0,11/10/1972,Research project focused on Oceanographic Research Vessel For the Great Lakes at MARITIME ADMINISTRATION.
7307117,Evaluation Services,Gary J Long,Department of Energy Oak Ridge Operations Office,1500.0,12/01/1972,Research project focused on Evaluation Services at Department of Energy Oak Ridge Operations Office.
7307118,Fy 73 Lc-130r Aircraft Estimated Procurement Costs,D. G Fraasa,Department of Navy,19740000.0,11/01/1972,Research project focused on Fy 73 Lc-130r Aircraft Estimated Procurement Costs at Department of Navy.
7307119,Reimbursable Detail of Evan D. Anderson,Unknown Faculty,Department of Defense,62000.0,11/16/1972,Research project focused on Reimbursable Detail of Evan D. Anderson at Department of Defense.
7307120,Compilation and Publication of a Bibliography of DirectoriesContaining Descriptive Information on Data Bases,Unknown Faculty,Library of Congress,5580.0,01/24/1973,Research project focused on Compilation and Publication of a Bibliography of DirectoriesContaining Descriptive Information on Data Bases at Library of Congress.
7307121,Compiling and Maintaining a National Sample of Scientific And Engineering Manpower,Unknown Faculty,Bureau of the Census,225000.0,04/01/1973,Research project focused on Compiling and Maintaining a National Sample of Scientific And Engineering Manpower at Bureau of the Census.
7307122,"Operating a Surface Network of Recording Precipitation Gages, Hail Impactors, and Hail Catchers",Unknown Faculty,NOAA Environmental Technology Laboratory,39033.0,05/22/1973,"Research project focused on Operating a Surface Network of Recording Precipitation Gages, Hail Impactors, and Hail Catchers at NOAA Environmental Technology Laboratory."
7307123,Operational Support of Synchrocyclotron Research in Physics At the Space Radiation Effects Laboratory (Srel),Robert T Siegel,Space Radiation Effects Lab,2648400.0,07/01/1973,Research project focused on Operational Support of Synchrocyclotron Research in Physics At the Space Radiation Effects Laboratory (Srel) at Space Radiation Effects Lab.
7307124,"Geologic, Environmental, and Resources Study of the Southeastern Spanish Coastal Zone and Continental Shelf",Unknown Faculty,Department of Interior,187000.0,05/01/1973,"Research project focused on Geologic, Environmental, and Resources Study of the Southeastern Spanish Coastal Zone and Continental Shelf at Department of Interior."
7307125,Partial Support of the Seismological Field Survey,Unknown Faculty,Department of Interior,8489434.0,07/01/1973,Research project focused on Partial Support of the Seismological Field Survey at Department of Interior.
7307126,"Study of Federal Resources, Mechanisms, and Barriers        Regarding Providing Technical Assistance to the States of   Louisiana and Mississippi",Unknown Faculty,NASA Marshall Space Flight Ctr-Miss Test Facility,133472.0,06/29/1973,"Research project focused on Study of Federal Resources, Mechanisms, and Barriers        Regarding Providing Technical Assistance to the States of   Louisiana and Mississippi at NASA Marshall Space Flight Ctr-Miss Test Facility."
7307127,Administrative Support For Study of the Effects of Epa Regulations on Imports and Exports,Unknown Faculty,ENVIRONMENTAL PROTECTION AGENCY,29803.0,06/10/1973,Research project focused on Administrative Support For Study of the Effects of Epa Regulations on Imports and Exports at ENVIRONMENTAL PROTECTION AGENCY.
7307129,Study on Orientations in Geochemistry,William L Petrie,National Research Council,34700.0,08/15/1972,Research project focused on Study on Orientations in Geochemistry at National Research Council.
7307130,"Conference-Workshop on ""Soil Erosion""",William N Carey,National Research Council,6900.0,09/15/1972,"Research project focused on Conference-Workshop on ""Soil Erosion"" at National Research Council."
7307131,Brab-Building Research Institute Conference on    Solid-WastE Management in Buildings,Jeremy Taylor,National Research Council,24000.0,09/01/1972,Research project focused on Brab-Building Research Institute Conference on    Solid-WastE Management in Buildings at National Research Council.
7307132,Advisory Services to the Nsf Experimental R&amp;D     Incentives Program,C. E Little,National Academy of Sciences,153100.0,10/24/1972,Research project focused on Advisory Services to the Nsf Experimental R&amp;D     Incentives Program at National Academy of Sciences.
7307133,Support Symposium on Transportation and the Prospects For   Improved Efficiency,John R Fowler,National Academy of Engineering,38300.0,10/01/1972,Research project focused on Support Symposium on Transportation and the Prospects For   Improved Efficiency at National Academy of Engineering.
7307134,Counseling Services on the Data Systems Program Ofosis,Unknown Faculty,National Research Council,14000.0,09/01/1972,Research project focused on Counseling Services on the Data Systems Program Ofosis at National Research Council.
7307135,A Meeting to Explore the Potential Involvement of the       National Academy of Engineering in Engineering Software     Coordination,DATA NOT AVAILABLE,National Academy of Engineering,5000.0,10/16/1972,Research project focused on A Meeting to Explore the Potential Involvement of the       National Academy of Engineering in Engineering Software     Coordination at National Academy of Engineering.
7307136,Partial Support of Pre-Congress Preparatory Activities For  The Third Congress of the International Society For Rock    Mechanics,Unknown Faculty,National Academy of Sciences,47000.0,03/30/1973,Research project focused on Partial Support of Pre-Congress Preparatory Activities For  The Third Congress of the International Society For Rock    Mechanics at National Academy of Sciences.
7307138,"Partial Support of U. S. Participation in the Joint         Symposium of the Division of the History of Science,        Jyvaskyla, Finland, July 1973",Jeremy Taylor,National Academy of Sciences,3600.0,04/01/1973,"Research project focused on Partial Support of U. S. Participation in the Joint         Symposium of the Division of the History of Science,        Jyvaskyla, Finland, July 1973 at National Academy of Sciences."
7307139,Workshop on Genetic Improvement of Protein in Cereals,J. C Torio,National Research Council,26400.0,05/01/1973,Research project focused on Workshop on Genetic Improvement of Protein in Cereals at National Research Council.
7307140,Feasibility Study of Building Inventory Survey,Jeremy Taylor,National Academy of Engineering,25000.0,05/01/1973,Research project focused on Feasibility Study of Building Inventory Survey at National Academy of Engineering.
7307141,Man-Generated Material Inputs in the Marine Environment,Richard C Vetter,National Academy of Sciences,53000.0,05/01/1973,Research project focused on Man-Generated Material Inputs in the Marine Environment at National Academy of Sciences.
7307142,Workshop in Conjunction With the Engineering Foundation     Conference-Need For National Policy For the Use of          Underground Space,Unknown Faculty,National Academy of Sciences,23600.0,06/01/1973,Research project focused on Workshop in Conjunction With the Engineering Foundation     Conference-Need For National Policy For the Use of          Underground Space at National Academy of Sciences.
7307143,Returning Underground Coal Mine Wastes to Mined-Out Voids,Richard A Carpenter,National Academy of Sciences,35500.0,06/15/1973,Research project focused on Returning Underground Coal Mine Wastes to Mined-Out Voids at National Academy of Sciences.
7307144,Examination and Evaluation of Selected Governmental         Technology Transfer Programs,Kerstin B Pollack,National Academy of Engineering,54400.0,05/25/1973,Research project focused on Examination and Evaluation of Selected Governmental         Technology Transfer Programs at National Academy of Engineering.
7307145,Continued Support of Ocean Science Freedom Studies,Mary Hope Katsouros,National Academy of Sciences,512800.0,07/01/1973,Research project focused on Continued Support of Ocean Science Freedom Studies at National Academy of Sciences.
7307146,Workshop on Simulation of Earthquake Effects on Structures,Kerstin B Pollack,National Academy of Engineering,49900.0,06/01/1973,Research project focused on Workshop on Simulation of Earthquake Effects on Structures at National Academy of Engineering.
7307147,Forum on National Materials Policy,Robert I Jaffee,National Academy of Sciences,12000.0,07/01/1973,Research project focused on Forum on National Materials Policy at National Academy of Sciences.
7307148,Processing Fy 1972 Trainee Personal Data Forms,Unknown Faculty,Exotech Systems Inc,4726.0,11/01/1972,Research project focused on Processing Fy 1972 Trainee Personal Data Forms at Exotech Systems Inc.
7307149,Survey of Graduate Science Student Support (Sgsss),Unknown Faculty,Exotech Systems Inc,39968.0,10/15/1972,Research project focused on Survey of Graduate Science Student Support (Sgsss) at Exotech Systems Inc.
7307151,Fy 74 Data Processing For Educational Directorate,Libert Ehrman,Exotech Systems Inc,135171.0,07/01/1973,Research project focused on Fy 74 Data Processing For Educational Directorate at Exotech Systems Inc.
7307157,Models on Technological Procurement For Public Service,Unknown Faculty,Public Technology Inc,23616.0,07/03/1972,Research project focused on Models on Technological Procurement For Public Service at Public Technology Inc.
7307158,A Study to Adapt and Develop Models of the Innovation       Process,Unknown Faculty,Northwestern University,25532.0,07/03/1972,Research project focused on A Study to Adapt and Develop Models of the Innovation       Process at Northwestern University.
7307159,Project Selection in the Technology Incentives Program,Marvin J Cetron,Forecasting International Ltd,15000.0,08/28/1972,Research project focused on Project Selection in the Technology Incentives Program at Forecasting International Ltd.
7307160,Preparation of an Audio-Visual Pressentation on the Aims AndAccomplishments of the Rann Program,Merrill H Gerstner,Performance Communications Inc,15000.0,10/30/1972,Research project focused on Preparation of an Audio-Visual Pressentation on the Aims AndAccomplishments of the Rann Program at Performance Communications Inc.
7307161,Production of Motion Picture on U. S. Antarctic Program,Unknown Faculty,Image Associates,108900.0,09/11/1972,Research project focused on Production of Motion Picture on U. S. Antarctic Program at Image Associates.
7307162,A Report on the Development of a Systematic Framework For   Decisions in the Experimental Research and Development      Incentives Program,Unknown Faculty,Unknown Institution,31000.0,07/03/1972,Research project focused on A Report on the Development of a Systematic Framework For   Decisions in the Experimental Research and Development      Incentives Program at Unknown Institution.
7307164,Planning and Evaluation Assistance to the Nsf Experimental  R&amp;D Incentives Program,Charles H Williams,SRI International,17000.0,11/20/1972,Research project focused on Planning and Evaluation Assistance to the Nsf Experimental  R&amp;D Incentives Program at SRI International.
7307165,Allocation of Technological Incentive Funds,Douglas Dacy,Institute For Defense Analyses,31300.0,10/01/1972,Research project focused on Allocation of Technological Incentive Funds at Institute For Defense Analyses.
7307168,Architectural Review of the Institute of Molecular Biology,Frank J Waehler,Haines Lundberg and Waehler,70000.0,01/02/1973,Research project focused on Architectural Review of the Institute of Molecular Biology at Haines Lundberg and Waehler.
7307169,Architectural Review of the Institute of Molecular Biology,Frank J Waehler,Haines Lundberg and Waehler,84000.0,06/15/1973,Research project focused on Architectural Review of the Institute of Molecular Biology at Haines Lundberg and Waehler.
7307170,Technology Utilization in Energy Resources Research and     Analysis,William H Clingman,Clingman and Company,6400.0,12/08/1972,Research project focused on Technology Utilization in Energy Resources Research and     Analysis at Clingman and Company.
7307172,Design Studies For an Editorial Processing Center,Unknown Faculty,Westat Inc,49452.0,12/19/1972,Research project focused on Design Studies For an Editorial Processing Center at Westat Inc.
7307173,Proposal to Underwirte Cost of a Presentation to a Major    Venture Capital Organization to Determine Barriers to       Innovation in Aluminum Technology,Alfred Lippman,Applied Aluminum Research Corp,4582.0,11/21/1972,Research project focused on Proposal to Underwirte Cost of a Presentation to a Major    Venture Capital Organization to Determine Barriers to       Innovation in Aluminum Technology at Applied Aluminum Research Corp.
7307174,A Stud of the Metho For Establ a Network of Urgan Exten     Agents Modeled on Modified Vers of Coop Ext Serv of the U.S.Dept of Agriculture of Us Dept Agri,Unknown Faculty,George Washington University,8339.0,12/07/1972,Research project focused on A Stud of the Metho For Establ a Network of Urgan Exten     Agents Modeled on Modified Vers of Coop Ext Serv of the U.S.Dept of Agriculture of Us Dept Agri at George Washington University.
7307175,Criteria & Candidates For Technology Assessment,Unknown Faculty,Futures Group Inc,18631.0,12/04/1972,Research project focused on Criteria & Candidates For Technology Assessment at Futures Group Inc.
7307179,Support of International Science Activities,Unknown Faculty,Courtesy Travel Service,2509900.0,01/01/1973,Research project focused on Support of International Science Activities at Courtesy Travel Service.
7307180,Technology Assessment Priority Study,Unknown Faculty,International Research and Technology Corp,15000.0,12/22/1972,Research project focused on Technology Assessment Priority Study at International Research and Technology Corp.
7307181,Various Projects in Urban Affairs in Connection With the U.S.-Spain Cooperative Science Program,Dorn C McGrath,Individual Award,148740.0,12/18/1972,Research project focused on Various Projects in Urban Affairs in Connection With the U.S.-Spain Cooperative Science Program at Individual Award.
7307182,A Design Study to Determine the Feasibility of Improving Health Service Delivery in Penal Institutions Through Use OfTelecommunications,Unknown Faculty,Westinghouse Electric Corporation,49069.0,12/20/1972,Research project focused on A Design Study to Determine the Feasibility of Improving Health Service Delivery in Penal Institutions Through Use OfTelecommunications at Westinghouse Electric Corporation.
7307183,Professional Services For the U.S. - Spain Cooperative      Science Program,DATA NOT AVAILABLE,Individual Award,9750.0,01/02/1973,Research project focused on Professional Services For the U.S. - Spain Cooperative      Science Program at Individual Award.
7307184,Energy Distribution Research Priorities,Unknown Faculty,Arthur D Little Inc,34860.0,03/01/1973,Research project focused on Energy Distribution Research Priorities at Arthur D Little Inc.
7307186,A Study of the Methodology For Establ a Network of Urban TEch Exten Agents Modeled on a Modified Version of the Coop Ext Serv of the Us Dept of Agrextension Service of the U.S.,Unknown Faculty,Public Technology Inc,60000.0,02/01/1973,Research project focused on A Study of the Methodology For Establ a Network of Urban TEch Exten Agents Modeled on a Modified Version of the Coop Ext Serv of the Us Dept of Agrextension Service of the U.S. at Public Technology Inc.
7307187,Specialized Support Activities Related to the United States Program in Antarctica,Unknown Faculty,Holmes and Narver Inc,28837876.0,04/01/1973,Research project focused on Specialized Support Activities Related to the United States Program in Antarctica at Holmes and Narver Inc.
7307188,"Contract For Analysis and Definition of Factors Affecting   Private Investment in New Products, Processes and Services",Unknown Faculty,Diebold Group Inc,70000.0,04/01/1973,"Research project focused on Contract For Analysis and Definition of Factors Affecting   Private Investment in New Products, Processes and Services at Diebold Group Inc."
7307189,Characteristics of Frequently Cited Papers in Science,Henry G Small,Clarivate Analytics (US) LLC,116169.0,05/01/1973,Research project focused on Characteristics of Frequently Cited Papers in Science at Clarivate Analytics (US) LLC.
7307190,Review of World Wide Activities in the Field of   Ultrasonic Imaging As They Apply to the Medical,J. M Gunn,CBS Laboratories,222262.0,03/28/1973,Research project focused on Review of World Wide Activities in the Field of   Ultrasonic Imaging As They Apply to the Medical at CBS Laboratories.
7307191,Solar Thermal Conversion Mission Analysis,G. B Muse,Aerospace Corporation,417884.0,04/16/1973,Research project focused on Solar Thermal Conversion Mission Analysis at Aerospace Corporation.
7307192,Evaluation of Policy Related Research on Alternative Public And Private Programs For Mid-Life Redirection of Careers,Anthony H Pascal,Rand Corporation,113551.0,06/16/1973,Research project focused on Evaluation of Policy Related Research on Alternative Public And Private Programs For Mid-Life Redirection of Careers at Rand Corporation.
7307193,Definition Study Proposal- Inter-Plan Communication and     Motivation,Warren I Cikins,Sperry Urban Science Center,68000.0,06/01/1973,Research project focused on Definition Study Proposal- Inter-Plan Communication and     Motivation at Sperry Urban Science Center.
7307194,Program Management Training Course,Robert D Crangle,Harbridge House Inc-DC,155421.0,04/17/1973,Research project focused on Program Management Training Course at Harbridge House Inc-DC.
7307197,Developmental Phase of a Series of Continued Studies of New Entrants Into the Scientific and Engineering Labor Force,Unknown Faculty,American Council on Education,109291.0,05/01/1973,Research project focused on Developmental Phase of a Series of Continued Studies of New Entrants Into the Scientific and Engineering Labor Force at American Council on Education.
7307198,Contract For a Modeling Survey in Support of the Federal Council on Science and Technology Committee on Forecasting Models,Unknown Faculty,DATA NOT AVAILABLE,69591.0,05/15/1973,Research project focused on Contract For a Modeling Survey in Support of the Federal Council on Science and Technology Committee on Forecasting Models at DATA NOT AVAILABLE.
7307199,Research on Electrodes and Electrolyte For the Ford Sodium- Sulfur Battery,Unknown Faculty,Ford Scientific Laboratory,3587775.0,06/30/1973,Research project focused on Research on Electrodes and Electrolyte For the Ford Sodium- Sulfur Battery at Ford Scientific Laboratory.
7307200,Federal Agency Factors For the Nsf Allocation and Impact    Model,Unknown Faculty,Joseph Froomkin Inc,44854.0,06/01/1973,Research project focused on Federal Agency Factors For the Nsf Allocation and Impact    Model at Joseph Froomkin Inc.
7307201,"Evaluation of Policy-Related Research in the Field of       Municipal Systems, Operations, and Services-Economic        Development",Unknown Faculty,Ernst & Ernst,99739.0,06/18/1973,"Research project focused on Evaluation of Policy-Related Research in the Field of       Municipal Systems, Operations, and Services-Economic        Development at Ernst & Ernst."
7307202,"Evaluation of Policy-Related Research in the Field of       Municipal Systems, Operations, and Services-Police          Protection",Unknown Faculty,Mathematica Inc Bethesda (CLOSED),119956.0,06/01/1973,"Research project focused on Evaluation of Policy-Related Research in the Field of       Municipal Systems, Operations, and Services-Police          Protection at Mathematica Inc Bethesda (CLOSED)."
7307203,Assessment of University Consumer Research &amp; Consumer Data  Dissemination,Andrew J Parker,Richard P Mueller and Associates Inc,22393.0,06/15/1973,Research project focused on Assessment of University Consumer Research &amp; Consumer Data  Dissemination at Richard P Mueller and Associates Inc.
7307204,A Project to Redesign and Re-Engineer the Biosis System,Unknown Faculty,Biological Abstracts,702843.0,06/01/1973,Research project focused on A Project to Redesign and Re-Engineer the Biosis System at Biological Abstracts.
7307205,National Science Board Indexes,DATA NOT AVAILABLE,Individual Award,3000.0,05/01/1973,Research project focused on National Science Board Indexes at Individual Award.
7307207,Evaluation of Policy-Related Research on the Effectiveness  Of Alternative Pre-Trial Intervention Programs,Unknown Faculty,ABT Associates Inc,93250.0,07/01/1973,Research project focused on Evaluation of Policy-Related Research on the Effectiveness  Of Alternative Pre-Trial Intervention Programs at ABT Associates Inc.
7307208,Evaluation of Policy-Related Literature- Effectiveness of   Alternative Allocation of Health Care Manpower,Unknown Faculty,Interstudy,115566.0,07/01/1973,Research project focused on Evaluation of Policy-Related Literature- Effectiveness of   Alternative Allocation of Health Care Manpower at Interstudy.
7307209,Study of How the Severed Venture Mechanism For TechnologicalInnovation Can Be Applied More Broadly in American Industry,Unknown Faculty,General Electric Research & Development Center,69158.0,06/26/1973,Research project focused on Study of How the Severed Venture Mechanism For TechnologicalInnovation Can Be Applied More Broadly in American Industry at General Electric Research & Development Center.
7307210,The Health of American Science,Jeremy Taylor,University of California-San Diego Scripps Inst of Oceanography,46192.0,05/16/1973,Research project focused on The Health of American Science at University of California-San Diego Scripps Inst of Oceanography.
7307212,"The Conduct of Background, Theoretical, and Methodological  Studies Relevent to the Goal of Improving the Effectiveness Of R and D/Innovation Process",Albert H Rubenstein,Northwestern University,75000.0,06/28/1973,"Research project focused on The Conduct of Background, Theoretical, and Methodological  Studies Relevent to the Goal of Improving the Effectiveness Of R and D/Innovation Process at Northwestern University."
7307213,Analysis of Technological Effects on Trade Balance,Jeremy Taylor,Quantum Science Corporation,48000.0,06/26/1973,Research project focused on Analysis of Technological Effects on Trade Balance at Quantum Science Corporation.
7307214,Legal Incentives and Barriers to the Utilization of Technological Innovation,Unknown Faculty,Harbridge House Inc,76064.0,05/14/1973,Research project focused on Legal Incentives and Barriers to the Utilization of Technological Innovation at Harbridge House Inc.
7307215,Analytical Methodology For Impact Assessment of Federal     Regulatory Actions on Selected Industries,Jeremy Taylor,Ecosystems Inc,52926.0,06/10/1973,Research project focused on Analytical Methodology For Impact Assessment of Federal     Regulatory Actions on Selected Industries at Ecosystems Inc.
7307216,Evaluation of Innovation Experiments Applied to Selected Fragmented Industries,Unknown Faculty,National Planning Association,52643.0,06/22/1973,Research project focused on Evaluation of Innovation Experiments Applied to Selected Fragmented Industries at National Planning Association.
7307217,Conduct a Study of Government Policy Influences on R & D    Investment and Subsequently on the Nsf Program Objectives,Frederick W Giggey,Peat Marwick Mitchell and Co DC,92217.0,06/10/1973,Research project focused on Conduct a Study of Government Policy Influences on R & D    Investment and Subsequently on the Nsf Program Objectives at Peat Marwick Mitchell and Co DC.
7307218,A Study of Determine the Feasibility of Performing an       Experiment in Technology Transfer For the Crushed Stone     Industry,S. R Locke,Martin Marietta Corporation,69966.0,06/15/1973,Research project focused on A Study of Determine the Feasibility of Performing an       Experiment in Technology Transfer For the Crushed Stone     Industry at Martin Marietta Corporation.
7307219,Motion Pictures Services,Donald L Wise,Dynatech Corporation,427000.0,06/28/1973,Research project focused on Motion Pictures Services at Dynatech Corporation.
7307220,The Design of Natural Experiments Using Selected            Innovational Activities Presently Underway Within Federal   Government Agencies,Egils Milbergs,SRI International,64100.0,06/27/1973,Research project focused on The Design of Natural Experiments Using Selected            Innovational Activities Presently Underway Within Federal   Government Agencies at SRI International.
7307221,An Evaluation of Policy-Related Research- Effectiveness of  Alternative Methods to Reduce Occupational Illness and      Accidents,Craig B Grether,Westinghouse Defense and Space Center,93931.0,07/01/1973,Research project focused on An Evaluation of Policy-Related Research- Effectiveness of  Alternative Methods to Reduce Occupational Illness and      Accidents at Westinghouse Defense and Space Center.
7307222,System Study of the Nsf Solar Energy Research Program,Unknown Faculty,DATA NOT AVAILABLE,152334.0,07/01/1973,Research project focused on System Study of the Nsf Solar Energy Research Program at DATA NOT AVAILABLE.
7307223,Study of Redeployment and the Dynamics of Change in         Scientific and Technological Institutions,Albert H Teich,Syracuse Research Corporation,65891.0,06/27/1973,Research project focused on Study of Redeployment and the Dynamics of Change in         Scientific and Technological Institutions at Syracuse Research Corporation.
7307224,"The Establishment, Operation and Documentation of the Performance of an Experimental Urban Technology System For Local Governments",Unknown Faculty,Public Technology Inc,4443104.0,07/01/1973,"Research project focused on The Establishment, Operation and Documentation of the Performance of an Experimental Urban Technology System For Local Governments at Public Technology Inc."
7307225,Technology Assessment of Geothermal Energy Resource Development,Unknown Faculty,Futures Group Inc,191882.0,07/16/1973,Research project focused on Technology Assessment of Geothermal Energy Resource Development at Futures Group Inc.
7307226,"An Evaluation of ""The Impact of Unionization of Public      Institutions""",Unknown Faculty,Contract Research Corp,100572.0,07/01/1973,"Research project focused on An Evaluation of ""The Impact of Unionization of Public      Institutions"" at Contract Research Corp."
7307229,Studies of Social and Private Returns From Technological    Innovation,Unknown Faculty,University of Pennsylvania,89400.0,06/01/1973,Research project focused on Studies of Social and Private Returns From Technological    Innovation at University of Pennsylvania.
7307259,Engineering Foundation Conference-Technology and Social     Institutions,Kan Chen,"United Engineering Trustees, Inc.",19000.0,05/01/1973,"Research project focused on Engineering Foundation Conference-Technology and Social     Institutions at United Engineering Trustees, Inc.."
7307264,System Design For Linking Research and Technological        Resources,J. G Cox,Auburn University,248200.0,06/01/1973,Research project focused on System Design For Linking Research and Technological        Resources at Auburn University.
7307265,Study and Planning Project to Develop a Design For a        Technology Delivery System in the Rocky Mountain Region,Jack M Campbell,Federation of Rocky Mountain States Inc,667200.0,06/15/1973,Research project focused on Study and Planning Project to Develop a Design For a        Technology Delivery System in the Rocky Mountain Region at Federation of Rocky Mountain States Inc.
7307271,Definition and Formulation of an Experiment For the         Stimulation of Technological Innovation in Civil Engineering&amp; the Construction Industry,Donald C Taylor,American Society of Civil Engineers,78100.0,06/15/1973,Research project focused on Definition and Formulation of an Experiment For the         Stimulation of Technological Innovation in Civil Engineering&amp; the Construction Industry at American Society of Civil Engineers.
7307274,Stimulating Technology Applications and Utilization in      Smaller Units of Local Government- Experiment Definition,Unknown Faculty,University of Tennessee Knoxville,358700.0,06/15/1973,Research project focused on Stimulating Technology Applications and Utilization in      Smaller Units of Local Government- Experiment Definition at University of Tennessee Knoxville.
7307280,A Background Study to Develop a Methodology For Increasing  The Effectiveness of Technology Applications By             State/Regional Local Agencies,William G Mathews,METRO AFF NON-PROFIT CORP,208200.0,06/15/1973,Research project focused on A Background Study to Develop a Methodology For Increasing  The Effectiveness of Technology Applications By             State/Regional Local Agencies at METRO AFF NON-PROFIT CORP.
7307282,Support of Shipboard Technicians,James Gibbons,University of Miami,330000.0,12/01/1972,Research project focused on Support of Shipboard Technicians at University of Miami.
7307284,Support of Marine Electronics Technician,Unknown Faculty,Skidaway Institute of Oceanography,56800.0,12/01/1972,Research project focused on Support of Marine Electronics Technician at Skidaway Institute of Oceanography.
7307285,Support of Shipboard Technicians,Richard G Redmond,Oregon State University,190700.0,12/01/1972,Research project focused on Support of Shipboard Technicians at Oregon State University.
7307286,Support Operation of the Research Vessel Velero Iv,Jay M Savage,University of Southern California,71000.0,12/01/1972,Research project focused on Support Operation of the Research Vessel Velero Iv at University of Southern California.
7307287,Partial Support of Marine Technicians Service,Robert K Sexton,University of Rhode Island,200400.0,12/01/1972,Research project focused on Partial Support of Marine Technicians Service at University of Rhode Island.
7307288,Support For the Marine Technicians Aboard the Research      Vessel Acona,Donald W Hood,University of Alaska Fairbanks Campus,57100.0,12/01/1972,Research project focused on Support For the Marine Technicians Aboard the Research      Vessel Acona at University of Alaska Fairbanks Campus.
7307289,Support of Shipboard Technicians,George P Woollard,University of Hawaii,203748.0,12/01/1972,Research project focused on Support of Shipboard Technicians at University of Hawaii.
7307290,Support of Technicians Regularly Assigned to Oceanographic  Research Vessels,Alyn C Duxbury,University of Washington,207200.0,01/01/1973,Research project focused on Support of Technicians Regularly Assigned to Oceanographic  Research Vessels at University of Washington.
7307292,"Support of Marine Technicians For the Ridgely Warfield,     Maury and Lydia Louise Ii",Harold W Screen  Jr,Johns Hopkins University,60100.0,01/01/1973,"Research project focused on Support of Marine Technicians For the Ridgely Warfield,     Maury and Lydia Louise Ii at Johns Hopkins University."
7307293,Support of Ship Technicians For One Lamont-Doherty Research Vessel,Unknown Faculty,Columbia University Lamont Doherty Earth Observatory,268700.0,01/01/1973,Research project focused on Support of Ship Technicians For One Lamont-Doherty Research Vessel at Columbia University Lamont Doherty Earth Observatory.
7307294,Support of Shipboard Technicians,Richard A Geyer,Texas A&M University,205200.0,01/01/1973,Research project focused on Support of Shipboard Technicians at Texas A&M University.
7307299,Equipment For Support of Oceanographic Research,James Gibbons,University of Miami,99700.0,03/01/1973,Research project focused on Equipment For Support of Oceanographic Research at University of Miami.
7307321,A Computer-Based High School Mathematics Laboratory,Thomas A Dwyer,University of Pittsburgh,523770.0,04/15/1973,Research project focused on A Computer-Based High School Mathematics Laboratory at University of Pittsburgh.
